active_cells,active_edges,average_path_length,longest_path,average_branching_factor,average_merge_factor
29,106,3.9310344827586206,7,6.0,4.08
23,78,2.739130434782609,5,4.352941176470588,3.7
19,29,3.9473684210526314,6,4.5,1.588235294117647
28,81,3.1785714285714284,5,6.416666666666667,3.2083333333333335
25,73,3.96,7,4.6,3.1363636363636362
22,70,2.590909090909091,5,3.8823529411764706,3.473684210526316
24,83,2.875,6,4.6875,3.75
19,29,3.9473684210526314,6,4.5,1.588235294117647
24,51,3.8333333333333335,6,4.7,2.238095238095238
21,32,1.8571428571428572,4,3.25,1.4444444444444444
21,66,2.5238095238095237,5,3.375,3.0
19,29,3.9473684210526314,6,4.5,1.588235294117647
26,110,3.8461538461538463,7,5.833333333333333,4.7727272727272725
29,153,4.0,7,5.909090909090909,5.2
